Pharmacy Name,Pharmacy_url,Street Address,City,State,State_ab,Zip Code,Phone,Conditions Served,Pharmacy Contact,Contact Email,Accreditation,Company Type,Ownership,Patient Services,Payer Services,Pharmaceutical Services,Pharmacy Locations,Limited Distribution Drugs,
UC Davis Specialty Pharmacy,https://www.ucdmc.ucdavis.edu/pharmacy/specialty.html,2315 Stockton Blvd,Sacramento,California,CA,95817,916-734-3305,"Cardiovascular, Dermatology, Gastroenterology, Hepatology, Infectious Disease, Neurology, Oncology, Rheumatology, Transplantation",Kathie Le,,URAC,Subsidiary,UC Davis Health,"Delivery, Counseling and education, Benefit Investigation/Insurance Billing/Financial Assistance, Refill reminder",,,,,
UC San Diego Health Specialty Pharmacy,https://health.ucsd.edu,3855 Health Sciences Drive,San Diego,California,CA,92093,858-822-6088,"Hepatitis C, Transplantation, Oncology, Rheumatoid arthritis, Multiple sclerosis",Katie Derry,,URAC,Subsidiary,UC San Diego Health,"Education, Financial Assistance, Delivery",,,,,
UC Health Specialty Pharmacy,http://uchealth.com/pharmacy/specialty-pharmacy/,3200 Burnet Street,Cincinnati,Ohio,OH,45229,513-585-9700,"Rheumatoid arthritis, Hepatitis C, Crohn's Disease, Multiple Sclerosis, Ulcerative colitis, Transplantation, Oncology",Justin Campbell,,URAC,Subsidiary,UC Health,"24x7 support, Counseling and education, Billing and financial assistance, Shipment and delivery",,,,,
UC Irvine Health Outpatient Pharmacy,http://www.ucirvinehealth.org/patients-visitors/pharmacy,101 The City Drive South,Orange,California,CA,92868,714-456-7890,"Growth Hormone, Hepatitis C, HIV Multiple Sclerosis, Oncology, Rheumatoid Arthritis, Transplantation",Bruce Ball,,,Subsidiary,UC Irvine Health,"Shipping, Counseling and education",,,,,
UF Health Pharmacy – Shands Cancer Hospital,https://ufhealth.org/pharmacy-shands-cancer-hospital,1515 SW Archer Road,Gainesville,Florida,FL,32608,352-733-0890,Oncology,Alissa Voils,,,Subsidiary,UF Health,,,,,,
UK Health Care Specialty Pharmacy,http://www.uky.edu,900 South Limestone,Lexington,Kentucky,KY,40536,859-218-5413,"Crohn's Disease, Cystic Fibrosis, Fertility, Growth Hormone, Oncology, Hepatitis C, Multiple Sclerosis, Psoriasis, Rheumatoid Arthritis, Transplantation",Philip Schwieterman,,URAC,Subsidiary,UK HealthCare ,"Insurance and financial assistance, Education and counseling",,,,,
UMASS Memorial Specialty Pharmacy,http://www.umsrx.com/,"55 Lake Avenue North, ACC Building−First Floor",Worcester,Massachusetts,MA,01655,888-639-3988,"Transplantation, Multiple Sclerosis, HIV, Fertility, Cystic Fibrosis, Oncology",Harshvina Patel,,URAC,Subsidiary,UMASS Memorial Medical Center,"Pick-up and delivery, Counseling and education, Verify insurance coverage, Financial assistance identification","Prior Authorizations, Verify insurance coverage, Identifying opportunities for financial assistance, Patient-Centered Medication Adherence, Disease State Therapy Programs, Data-Driven Approach",,,,
UMHS Specialty Pharmacy,http://www.pharm.med.umich.edu/specialty_pharmacy,4260 Plymouth Road ,Ann Arbor,Michigan,MI,48109,855-276-3002 ,"Crohn's Disease, Cystic Fibrosis, Fertility, Hepatitis, Growth Hormone, Multiple Sclerosis, Oncology, Psoriasis, Rheumatoid Arthritis, Transplantation",Sandy Goel,,,Subsidiary,Michigan Medicine,"Financial Counseling, 24x7 pharmacist, Refill reminder, Delivery, Clinical support and education",,,,,
UNC Hemophilia Treatment Center Pharmacy,https://www.med.unc.edu/htcenter/pharmacy-program,"6340 Quadrangle Drive, Suite 50",Chapel Hill,North Carolina,NC,27517,919-843-9204,Hemophilia,Dan Dalton,,"URAC, ACHC",Subsidiary,UNC Health Care,,,,,,
UNC Shared Services Center Pharmacy,http://www.uncmedicalcenter.org/uncmc/patients-visitors/amenities/pharmacies/specialty-pharmacy-service/,4400 Emperor Blvd,Durham,North Carolina,NC,27703,919-957-6900,"Hepatitis C, Neurology, Oncology, Rheumatology, Transplantation",Scott Savage,,URAC,Subsidiary,UNC Health Care,"Financial assistance, Refills and shipping, Counseling and education",,"Medication therapy management, Adherence monitoring",,,
Unipartners,,,,,,,,,,,,,,,,,,Helimbra,
UnityPoint at Home Specialty Pharmacy,https://www.unitypoint.org/specialty-pharmacy.aspx,"1776 West Lakes Parkway, Suite 400",West Des Moines,Iowa,IA,50266,877-804-2713,"Allergy, Dermatology, Gastroenterology, Hepatitis C, HIV, Multiple Sclerosis, Neurology, Oncology, Hematology, RSV, Rheumatoid Arthritis",Brian Benson,,URAC,Subsidiary,UnityPoint Health,"Insurance benefit and authorization verification, Counseling and education, Delivery and refills",Data for patient outcomes,"REMS requirements, Patient compliance monitoring, Patient training, Biometric and utilization monitoring, Ability to provide data",,,
University Cancer and Blood Disorders,http://www.universitycancer.com,"3320 Old Jefferson Road, Building 700",Athens,Georgia,GA,30607,706-353-2990,"Oncology, Bleeding Disorders",Gina Powell,,,Private,Independent,,,,,,
University Chemists,http://www.universitychemists.com,74 University Place ,New York,New York,NY,10003,212-473-0277,"HIV, Infusion, Transplantation, Oncology",Angela DiLorenzo,,,Private,Independent,"Delivery, Counseling and education",,,,,
University of Chicago Medical Center Specialty Pharmacy,http://www.uchospitals.edu/visitor/for-patients/guide/specialty-pharmacy/index.html,"5758 S. Maryland Avenue, MC 9041 ",Chicago,Illinois,IL,60637,773-834-2285,"Rheumatoid arthritis, Oncology, Fertility, IBD, Multiple Sclerosis, Hepatitis C, Dermatology",Kevin Colgan,,,Subsidiary,The University of Chicago Medicine,,"Counseling and education, Delivery and refills, 24x7 support",,,,
University of Illinois at Chicago Wood Street Pharmacy,https://hospital.uillinois.edu/primary-and-specialty-care/pharmacy/prescription-services/specialty-pharmacy-services,840 S Wood Street,Chicago,Illinois,IL,60605,312-996-6887,"Dermatology, Ophthalmology, ENT and Allergy",Kyle Mork,,URAC,Subsidiary,UI Health,"Counseling and education, Shipping and refills, Co-pay assisatnce referrals",,,,,
University of Iowa Hospitals and Clinics Specialty Pharmacy,https://uihc.org/specialty-pharmacy-services,200 Hawkins Drive,Iowa City,Iowa,IA,52242,319-356-2577,"Oncology, HIV, Huntington disease, Fertility, IBD, Hepatitis C, Mutiple Sclerosis, Transplantation, Cystic Fibrosis, Rheumatoid Arthritis, Dermatology",Wendi Slaughter,,"URAC, JCAHO",Subsidiary,University of Iowa Hospitals and Clinics ,Counseling and education,,,,,
University of Kansas Health System Specialty Pharmacy,http://www.kansashealthsystem.com/medical-services/pharmacy-department/specialty-pharmacy,39yh and Raibow Blvd.,Kansas City,Kansas,KS,,913-945-5405,"Cardiovascular, Dermatology, Gastroenterology, Hepatology, Infectious Disease, Neurology, Oncology, Rheumatoid arthritis, Transplantation",Rick Couldry,,,Subsidiary,University of Kansas Health System,"Counseling and education, Delivery, Refill reminders, Pharmacy patient advocacy",,,,,
University of Rochester Medical Center Specialty Pharmacy,https://www.urmc.rochester.edu,"601 Elmwood Ave, Box 617",Rochester,New York,NY,14642,585-273-4767,"Oncology, Multiple Sclerosis, Gastroenterology, Hepatology, Immunology, Rheumatoid arthritis",David Kirshner,,URAC,Subsidiary,University of Rochester Health System,"Education, Financial Assistance, Delivery",,,,,
University of Utah Hospitals and Clinics,http://www.hsc.utah.edu,"675 Arapeen Drive, Suite 102",Salt Lake City,Utah,UT,84108,801-581-2121,"Oncology, Crohn's Disease, Cystic Fibrosis, Hemophilia, Hepatitis C, HIV, Fertility, Multiple Sclerosis, Transplantation, Psoriasis, Rheumatoid Arthritis",Lonnie Smith,,URAC,Subsidiary,University of Utah Health Care,"Delivery, 24x7 pharmacist, Benefits assistance, Prior authorization, Copay and patient assistance",,,"Murray, UT; Salt Lake City, UT (4); West Valley City, UT; South Jordan, UT",,
University of Wisconsin Healthcare Pharmacy Service,http://www.uwhealth.org/pharmacy/pharmacy-services/10922,600 Highland Avenue,Madison,Wisconsin,WI,53792,608-263-6400,"HIV, Cystic Fibrosis, Diabetes, Cardiovascular, Infusion",Kack Temple,,,Subsidiary,UW Health,"Counseling and education, Delivery, 24x7 pharmacist, Refill reminders",,,,,
Upstate Medical Pharmacy,https://www.ghs.org/healthcareservices/upstate-pharmacy/,701 Grove Road,Greenville,South Carolina,SC,29605,864-522-1721,"Oncology, Neurology, Gastroenterology",Steven Ranck,,,Subsidiary,Greenville Health System,,"Ensure access and affordability, Pick-up and delivery, Counseling and education",,,Revlimid,
Upstate Pharmacy Ltd.,http://www.upstatepharmacy.com,40 North America Drive,West Seneca,New York,NY,14224,716-675-3784,Oncology,Ted Kuzniarek,,,Private,Independent,Delivery,"Claim authorization, Billing assistance",,,,
URMC Specialty Pharmacy,http://www.urmc.rochester.edu/pharmacy/pharmacies/specialty.cfm,601 Elmwood Ave,Rochester,New York,NY,14642,585-273-4767,"Oncology, Multiple Sclerosis, Gastroenterology, Hepatology, Immunology, Rheumatoid arthritis",Allison Trawinski,,URAC,Subsidiary,University of Rochester Medical Center,"Delivery, 24x7 pharmacist, Counseling and education, Co-pay assistance",,Disease specific programs,,,
US Bioservices,http://www.usbioservices.com,3101 Gaylord Parkway,Frisco,Texas,TX,75034,877-757-0667,"Dermatology, Gastroenterology, Growth Hormone, Hepatitis C, Hereditary Angioedema, Immunology, IBD, Multiple Sclerosis, Oncology, Ophthalmology, Osteoporosis, Rare Diseases, Rheumatoid arthritis, RSV, Infusion, Urology",Kelly Ratliff,,"URAC, ACHC",Subsidiary,AmerisourceBergen,"24x7 pharmacist and nurse support, Prior authorization assistance, Patient educational materials, Delivery","Clinical analytics, Case manager portal, Therapy coordination to various sites of care, 24x7 clinical support","Commercialization solutions, Therapy access services, Clinical support and education, Adherence programs, REMS, Clinical trial assistance, Orphan therapies for rare diseases","Dothan, AL; Anaheim, CA; Denver, CO; Lenexa, KS; Linthicum Heights, MD; Charlotte, NC; Boothwyn, PA; Frisco, TX","Ibrance, Inlyta, Xalkori, Bosulif, Sutent, Xolair, Nexavar, Tesaro, Rubraca, Iressa, Tagrisso, Jakafi, Hyqvia, Emflaza, Zyvox, Tarceva, REVLIMID, Humira, Xolair, Verzenio",
US Specialty Care,http://www.welldyne.com/us-specialty-care-overview,PO Box 4517,Englewood,Colorado,CO,80155,800-641-8475,"Oncology, Crohn's Disease, Growth Hormone, Hepatitis C, HIV, Fertility, Multiple Sclerosis, Osteoporosis, Psoriasis, Rheumatoid Arthritis",Nick Page,,URAC,Subsidiary,WelldyneRx,"Payment assistance, Disease and drug education, 24/7 access, Delivery",,,"Lakeland, FL","Revlimid, Somavert, Aldurazyme, Fabrazyme, Zemaira, Serostim, Aralast, Xolair, Macugen, Exjade, Kuvan, Sabril, Ampyra, Apokyn, Ventavis",
Utah Cancer Specialists,http://www.utahcancer.com,"3838 South 700 East, Suite 100",Salt Lake City,Utah,UT,84106,801-269-0231,Oncology,Neil Nebughr ,,,Private,Independent,,,,,,
UVA Specialty Pharmacy,https://www.medicalcenter.virginia.edu/pharmacy,PO Box 800674,Charlottesville,Virginia,VA,22908,434-243-3675,"Crohn's Disease, Cystic Fibrosis, Growth Hormone, Hemophilia, Bleeding disorders, Hepatitis, HIV, Immunology, Oncology, Osteoarthritis, Osteoporosis, Psoriac Arthritis, PAH, Rheumatoid Arthritis, Transplantation",Noah Greenberg,,,Subsidiary,University of Virginia Health System,Insurance benefit coordination,,,5 UVA locations,,
UVM Specialty Pharmacy,https://www.uvmhealth.org/medcenter/pages/departments-and-programs/pharmacy-services/specialty-pharmacy.aspx,111 Colchetser Avenue,Burlington,Vermont,VT,05401,802-847-3353,"Cardiovascular, Dermatology, Gastroenterology, Hepatology, Infectious Disease, Neurology, Oncology, Rheumatology, Transplantation",Joseph Aloi,,URAC,Subsidiary,UVM Medical Center,"Counseling and education, Biling and claim coordination, Identify patient assistance porgrams",Medication adherence,,,,
V-Care Pharmacy ,http://myvcarepharmacy.com/,151 Cochituate Road,Framingham,Massachusetts,MA,01701,508-202-9993 ,"Bleeding disorders, Crohn's Disease, Hepatitis, HIV, Multiple Sclerosis, Psoriasis, Rheumatoid Arthritis",Hase James,,URAC,Private,Independent,"Counseling and education, Delivery and refills, Chronic Disease Management, Insurance consultations",,,,,
Valuable Drugs,http://valuedrugs.net/,377 Tarrytown Road,White Plains,New York,NY,10607,845-278-8260,,Laurence Miressi,,,Private,Independent,,,,"Brewster, NY; Briarcliff, NY; Bronxville, NY; Eastchester, NY; Greenlawn, NY; Huntington, NY; Rockerfeller, NY; Sayville, NY",,
Value Specialty Pharmacy,http://www.vsprx.com,"1333 Plank Road, Suite 200",Duncansville,Pennsylvania,PA,16635,855-265-8008,"Oncology, Crohn's Disease, Cystic Fibrosis, Hemophilia, Hepatitis C, HIV, Fertility, Multiple Sclerosis, Transplantation, Psoriasis, Rheumatoid Arthritis",Greg Drew,,URAC,Subsidiary,Value Drug Company,"24x7 support, Insurance verification, Delivery, Prior Authorization processing, Copay assistance and foundation research",,,,,
Vanderbilt Specialty Pharmacy,http://www.mc.vanderbilt.edu,1215 21st Avenue South,Nashville,Tennessee,TN,37232,615-343-9078,"Transplantation, Endocrinology, Cystic Fibrosis, Hemophilia, Hepatitis C, Infectious Disease, IBD, Crohn's Disease, Lipid Specialty, Multiple Sclerosis, Oncology, Hematology, Rheumatology, PAH",Brandon Newman,,,Health System,Vanderbilt Health,"Therapy management programs, Counseling and education, Delivery and refill reminders, Financial counseling",,,,,
Vasco Rx Pharmacy,https://vascorx.com,"4045 E. Bell Rd., Suite 163",Phoenix,Arizona,AZ,85032,602-971-6950,"Women's Health, Gastroenterology, Rheumatology, HIV, IVIG, Endocrinology, Oncology, Hepatitis, Allergy / Respiratory, Fertility, Urology, Infusion",Ernesto Garza,,"URAC, ACHC",Private,Independent,"Education, Financial Assistance, Delivery",,,,,
Village Fertility Pharmacy,http://www.villagefertilitypharmacy.com/,335 Bear Hill Road,Waltham,Massachusetts,MA,02451,877-334-1610,Fertility,Stuart Levine,,URAC,Subsidiary,Apothecary By Design,"Counseling and education, Refills, Insurance specialists",,,"Waltham, MA (2)",,
Vital Care Rx,http://www.vitalcarerx.com,"1501 23rd Avenue, Suite B",Meridian,Mississippi,MS,39301,877-229-1724,"Arthritis, Crohn's Disease, Psoriasis, Hemophilia, Oncology, Immunology, Multiple Sclerosis, Hepatitis C, HIV, RSV, Cystic Fibrosis",Brad Gilchrist,,"URAC, ACHC",Private,Independent,"24x7 clinical support, Benefits investigation, Counseling and education, Delivery",Payor contracting,"Data agreements, Fee-for-service agreements, Limited distribution drugs",,,
Vivo Health Specialty Pharmacy ,https://www.northwell.edu/vivo-health,410 Lakeville Road,New Hyde Park,New York,NY,11042,516-465-5250,"HIV, Hepatitis C, Oncology, Rheumatoid Arthritis, Fertility",David Kim,,,Subsidiary,Northwell Health,"Counseling and education, 24-hour clinical call center","Medication therapy management, Prior Authorization assistance",Medication adherence porgrams,,,
Wake Forest Baptist Health Specialty Rx,https://prescriptions.wakehealth.edu/specialty-pharmacy,Medical Center Blvd.,Winston-Salem,North Carolina,NC,27157,336-713-7776,"Transplantation, HIV, Hepatitis, Rheumatoid Arthritis, Multiple Sclerosis, Oncology, Osteoporosis",Brian Marlow,,URAC,Subsidiary,Wake Forest Baptist Health,"Counseling and education, Delivery",,,,,
Walmart Specialty Pharmacy,http://www.walmartstores.com,100 Technology Park,Lake Mary,Florida,FL,32746,877-453-4566,"Bleeding disorders, Oncology, Crohn's Disease, Cystic Fibrosis, Growth hormone, Hemophilia, Hepatitis, HIV, Fertility, IVIG, Multiple Sclerosis, Osteoporosis, Psoriasis, Rheumatoid Arthritis, Transplantation",Jennifer Emsden,,URAC,Subsidiary,Walmart Stores,"Patient education, Reimbursement and claims assistance, Shipping",,,,Tarceva,
Washington Fertility Center,https://www.washingtonfertility.com/,4316 L Evergreen Lane,Annandale,Virginia,VA,22003,703-658-3100,Fertility,Pierre Asmar,,,Private,Independent,"Education and Counseling, Financial assistance",,,"Rockville, MD; Annandale, VA; Fredericksburg, VA; Reston, VA",,
Wegmans Specialty Pharmacy,https://www.wegmans.com/pharmacy/specialty-pharmacy.html,100 Wegmans Market Street,Rochester,New York,NY,14624,866-889-5660,"Crohn's Disease, Hepatitis C, Multiple Sclerosis, Psoriasis, Psoriatric Arthritis, Rheumatoid Arthritis, Ulcerative Colitis, IBD, Osteoporosis",Kimberly Elliott,,,Subsidiary,Wegmens Food Stores,Education and Counseling,,,,,
"Wellpartner, Inc.",http://www.wellpartner.com,7216 South West Durham Road Suite 200 ,Portland,Oregon,OR,97224,503-718-5700,"Asthma, Anemia, Autoimmune disorders, Oncology, Crohn's disease, Cystic fibrosis, Dermatology, Gastroenterology, Growth Hormone, Hemolytic disorders, Hemophilia, Hepatitis, Hereditary Angioedema, HIV, Immunology, Fertility, Lupus, Multiple Sclerosis, Osteoarthritis, Osteoporosis, RSV, Retinal disorders, Rheumatoid arthritis, Transplantation, Urology",Harish Thiagaraj,,"URAC, ACHC",Private,Independent,"Therapy management, 24x7 clinical support",,,,"Aldurazyme, Cerezyme, Elaprase, Fabrazyme, Lumizyme, Myozyme, Naglayme",
West Virginia University Specialty Pharmacy,http://wvumedicine.org/,1 Medical Center Drive,Morgantown,West Virginia,WV,26505,304-598-4000,"Cardiovascular, Dermatology, Gastroenterology, Hepatology, Infectious Disease, Neurology, Oncology, Rheumatology, Transplantation",Louis Sokos,,,Subsidiary,WVU Medicine,,,,,,
Woori Pharmacy,http://wooripharmacy.com/,266 S.Harvard Blvd. Ste.120,Los Angeles,California,CA,90004,213-384-8763,"Crohn's Disease, Cystic Fibrosis, Psoriasis, Fertility, Gastroenterology, Hemophilia, Hepatitis, HIV, Behavioral Health, Multiple Sclerosis, Oncology, Osteoporosis, Rheumatology, Transplantation",Sang Lee,,URAC,Private,Independent,"Counseling and education, 24x7 support, Benefit assistance, delivery",,,,,
Y Medical Associates,http://ymedical.com/,8840 N MacArthur Blvd,Irving,Texas,TX,75063,972-714-0777,"Immune Globulin, Hepatitis C, Hemophilia, Bleeding Disorders, Growth Hormone, Rheumatoid Arthritis",Jamie Patterson,,URAC,Private,Independent,"24/7/365 access, dispense and delivery, Reimbursment assistance","Clinical Care protocols, Specialized data management systems",,,,
